id,speed
0,47.85987513539738
1,47.63369271459049
2,39.51271755000497
3,31.315938467658963
4,39.97772538488445
5,28.048627909007166
6,21.15057128330946
7,49.66920723107477
8,48.65587455140515
9,30.742805778514256
10,28.803037115879746
11,20.235352701988486
12,21.6277894863028
13,21.085519596200648
14,27.19572903021744
15,42.04373067860866
16,43.49046886251328
17,48.43750041469234
18,48.875909290562554
19,48.51172623031846
20,47.204387968642976
21,45.385239750448314
22,18.69230275449514
23,23.551512702553286
24,22.562789274441975
25,18.33438635987404
26,19.28843412409266
27,18.474408971460214
28,13.260457070574295
29,10.776226189830812
30,22.863878093462585
31,47.219762407254805
32,49.39060830048994
33,26.265406952870897
34,24.486579609231875
35,23.66352861065962
36,19.886702478451507
37,20.275448804665324
38,46.02043689737958
39,39.37890219066104
40,45.24130860810553
41,48.701120017786806
42,49.005730231524794
43,44.54694305747576
44,18.968951818070988
45,18.24986703346687
46,18.862522894125544
47,10.181014747870925
48,45.62288614412715
49,47.045462778444346
50,48.07269229697815
51,22.56269749964366
52,24.10907064123313
53,21.52923033319987
54,17.08465387322813
55,16.769166763051818
56,17.39416749963454
57,16.555009101675473
58,29.981284449962416
59,31.34735934710703
60,43.43556093827186
61,41.29019225619924
62,41.33586669336224
63,41.955315462190725
64,46.24715522426189
65,48.39590023271477
66,47.58368818461797
67,46.47898021826228
68,43.22301912337173
69,24.498564902281128
70,23.129799666594728
71,21.17947796140369
72,17.27177427242509
73,16.908689098702276
74,12.693169142795316
75,6.295567239955712
76,42.45552118008394
77,36.97608195863225
78,40.745929327386136
79,47.40046774091495
80,13.790079323965951
81,14.66978512862673
82,21.88521505037993
83,14.304638755357354
84,14.162794550894601
85,10.003747752635405
86,24.37505250385932
87,40.73332799805833
88,46.863060481307315
89,38.84399888547995
90,47.9633404873767
91,47.03400285520644
92,46.515735593489836
93,46.30535068624593
94,25.385501517618746
95,14.91801229783531
96,24.375512201184744
97,9.644416620971551
98,8.52840605068263
99,20.626935907355364
100,38.30523350503786
101,47.54914934814657
102,15.611335628496617
103,19.36583711016976
104,16.522247002763784
105,43.3481315016177
106,32.443606560451094
107,48.24294138778143
108,44.075583357563445
109,12.701440537821146
110,9.081146528724549
111,8.564548920122071
112,17.644459625938584
113,32.880641067424115
114,36.45012461890919
115,48.843915336534586
116,48.61484488401633
117,43.26851049237469
118,29.21161549150253
119,22.708171491643427
120,20.58296594823521
121,17.69573877373546
122,30.22084212349143
123,47.91876913700252
124,47.379128096268076
125,40.940460268277484
126,42.99787995619639
127,35.736031535954815
128,41.5030223952875
129,31.089094664008673
130,48.29314899315421
131,47.00377255609183
132,46.51941667161932
133,28.982815055984705
134,23.95528758772434
135,24.059313186530638
136,40.7524858836847
137,45.66691408311679
138,49.353308226315335
139,47.97995958350554
140,47.39312445747479
141,45.483349394705826
142,29.077028253397856
143,16.613322232707503
144,21.23965177683915
145,18.469462179369827
146,18.20359147034867
147,47.91045141545465
148,49.10293013991721
149,47.53578860994747
150,47.46772978903469
151,15.659062715481214
152,15.532579318926471
153,15.092858764769455
154,8.197549395840483
155,21.925030412737428
156,37.82411651199073
157,43.27984712432582
158,36.93814159111131
159,43.53717303129597
160,48.42003023277144
161,49.16498499373275
162,48.55962668199378
163,47.8860063626445
164,45.0757825423484
165,28.395526407995476
166,15.000464138226254
167,20.788855795116575
168,18.723559471015317
169,19.232246458429202
170,13.038469360633105
171,11.982718767735808
172,45.69669111166686
173,48.358770698108195
174,43.74471659043723
175,25.69798540591764
176,22.11448429128843
177,15.484159382461602
178,17.88208052168264
179,9.789988764282494
180,47.209930141098134
181,48.251165376632905
182,48.927926012710024
183,48.27585848939633
184,40.550378927903964
185,19.39913068799429
186,19.37188482252662
187,38.99043617481943
188,33.584438471291506
189,47.48811350896791
190,44.07559191792557
191,44.31068101239096
192,39.25782856996457
193,40.4548349525922
194,38.13604589294847
195,38.02674443761746
196,38.66738205785608
197,43.56318714581732
198,38.63559443153566
199,47.95411950610174
200,46.53926496743814
201,28.911083547220905
202,24.346505480777537
203,19.59189276039445
204,18.9246548962907
205,20.252306205438426
206,41.51555263935898
207,41.71253742599946
208,48.817716901414464
209,49.41854468633542
210,47.68444918606762
211,47.14664916280155
212,28.258344555079297
213,13.962241815710314
214,21.717139746416695
215,21.08362584777826
216,16.768170236655617
217,22.21094606836263
218,43.36583540744483
219,47.411436154302145
220,46.74835398213212
221,44.69821876713811
222,29.031118568088832
223,18.849743164288796
224,10.853230001336653
225,22.209666953958752
226,46.712933478700194
227,47.9352723272675
228,17.505389414126032
229,24.963184612949984
230,19.2731606256017
231,18.929583514191897
232,44.59377105936828
233,48.10037469612954
234,47.292876339749384
235,19.438792935681857
236,24.483496459132194
237,19.82129857400479
238,22.63414869397694
239,44.97214542836754
240,34.40025508510652
241,36.937906668377586
242,47.09738807098379
243,49.11751693830558
244,47.810843460656564
245,48.76749755765734
246,29.925281900106423
247,21.367572373561508
248,19.37377231489093
249,19.839023325359506
250,18.807322191551435
251,30.988457310663446
252,41.31475557325857
253,30.24962367962763
254,31.106792011166974
255,47.11246836214773
256,46.925117791245725
257,44.51677668765344
258,42.81361311676516
259,41.98393107951713
260,41.555488792701965
261,39.1312569565695
262,40.05336989072897
263,42.690354604578665
264,32.44380674701808
265,41.45222125430271
266,48.23629920857774
267,43.422218684924964
268,19.19210228522781
269,22.216497635618893
270,18.995527225936545
271,19.77498151070526
272,18.205300766288687
273,14.286735403501998
274,47.25392072047491
275,48.24429108127708
276,48.29234911537575
277,47.73976201838645
278,26.422273259934375
279,16.092835187487662
280,18.362724834518477
281,22.72580691500146
282,18.31105668816434
283,13.76698252957649
284,10.721492295051858
285,11.772221170947065
286,47.98620795566062
287,48.584352047178214
288,10.98705451568335
289,14.192205270998473
290,13.750398191914446
291,10.287741984898622
292,9.079344336002416
293,22.02031479033517
294,46.71006786342881
295,49.26369472540203
296,47.818965011470745
297,33.71676858275408
298,21.107977406106354
299,31.179447884757202
300,25.995228819614983
